service_date,day_type,bus,rail_boardings,total_rides,peak_offpeak,load_factor
2008-07-21,W,1024212,635587,1659799,peak,16597.99
2008-07-22,W,1077279,666303,1743582,peak,17435.82
2008-07-23,W,1082583,672801,1755384,peak,17553.84
2008-07-24,W,1062708,695993,1758701,peak,17587.01
2008-07-25,W,1032058,683549,1715607,peak,17156.07
2008-07-26,A,733901,446775,1180676,offpeak,11806.76
2008-07-27,U,520244,291389,811633,offpeak,8116.33
2008-07-28,W,996509,622637,1619146,peak,16191.46
2008-07-29,W,1014276,654547,1668823,peak,16688.23
2008-07-30,W,1009837,641527,1651364,peak,16513.64
2008-07-31,W,976117,652936,1629053,peak,16290.53
2008-08-01,W,1081564,766911,1848475,peak,18484.75
2008-08-02,A,764749,502705,1267454,offpeak,12674.54
2008-08-03,U,549191,403165,952356,offpeak,9523.56
2008-08-04,W,929003,636533,1565536,peak,15655.36
2008-08-05,W,997379,673384,1670763,peak,16707.63
2008-08-06,W,1020516,684080,1704596,peak,17045.96
2008-08-07,W,1024746,683487,1708233,peak,17082.33
2008-08-08,W,1041165,713105,1754270,peak,17542.7
2008-08-09,A,770627,431699,1202326,offpeak,12023.26
2008-08-10,U,542860,314698,857558,offpeak,8575.58
2008-08-11,W,969826,623874,1593700,peak,15937.0
2008-08-12,W,989226,632942,1622168,peak,16221.68
2008-08-13,W,973719,627548,1601267,peak,16012.67
2008-08-14,W,993155,638565,1631720,peak,16317.2
2008-08-15,W,1038006,651338,1689344,peak,16893.44
2008-08-16,A,748347,414784,1163131,offpeak,11631.31
2008-08-17,U,539476,317781,857257,offpeak,8572.57
2008-08-18,W,974311,621522,1595833,peak,15958.33
2008-08-19,W,1012560,662493,1675053,peak,16750.53
2008-08-20,W,1019019,671769,1690788,peak,16907.88
2008-08-21,W,1006682,679508,1686190,peak,16861.9
2008-08-22,W,1009399,677130,1686529,peak,16865.29
2008-08-23,A,750128,387758,1137886,offpeak,11378.86
2008-08-24,U,547427,295072,842499,offpeak,8424.99
2008-08-25,W,1012339,631974,1644313,peak,16443.13
2008-08-26,W,1051063,653148,1704211,peak,17042.11
2008-08-27,W,1040926,650396,1691322,peak,16913.22
2008-08-28,W,1022254,678635,1700889,peak,17008.89
2008-08-29,W,1080840,681463,1762303,peak,17623.03
2008-08-30,A,766930,395205,1162135,offpeak,11621.35
2008-08-31,U,557427,325462,882889,offpeak,8828.89
2008-09-01,U,500748,293458,794206,offpeak,7942.06
2008-09-02,W,1131494,681719,1813213,peak,18132.13
2008-09-03,W,1166955,710304,1877259,peak,18772.59
2008-09-04,W,1025296,653827,1679123,peak,16791.23
2008-09-05,W,1171756,698545,1870301,peak,18703.01
2008-09-06,A,778425,416356,1194781,offpeak,11947.81
2008-09-07,U,529779,273883,803662,offpeak,8036.62
2008-09-08,W,1058699,651127,1709826,peak,17098.26
2008-09-09,W,1176865,712792,1889657,peak,18896.57
2008-09-10,W,1167063,719905,1886968,peak,18869.68
2008-09-11,W,1156490,719806,1876296,peak,18762.96
2008-09-12,W,1120112,700943,1821055,peak,18210.55
2008-09-13,A,597639,317145,914784,offpeak,9147.84
2008-09-14,U,399483,231026,630509,offpeak,6305.09
2008-09-15,W,1140716,692029,1832745,peak,18327.45
2008-09-16,W,1168626,731344,1899970,peak,18999.7
2008-09-17,W,1172871,740575,1913446,peak,19134.46
2008-09-18,W,1169932,739141,1909073,peak,19090.73
2008-09-19,W,1174967,743560,1918527,peak,19185.27
2008-09-20,A,791707,447679,1239386,offpeak,12393.86
2008-09-21,U,551489,317922,869411,offpeak,8694.11
2008-09-22,W,1140486,690356,1830842,peak,18308.42
2008-09-23,W,1163232,707370,1870602,peak,18706.02
2008-09-24,W,1148720,713572,1862292,peak,18622.92
2008-09-25,W,1162318,720003,1882321,peak,18823.21
2008-09-26,W,1090515,708141,1798656,peak,17986.56
2008-09-27,A,753562,409500,1163062,offpeak,11630.62
2008-09-28,U,508469,280560,789029,offpeak,7890.29
2008-09-29,W,1074139,671489,1745628,peak,17456.28
2008-09-30,W,1137377,706085,1843462,peak,18434.62
2008-10-01,W,1197836,724444,1922280,peak,19222.8
2008-10-02,W,1180204,731452,1911656,peak,19116.56
2008-10-03,W,1211992,706967,1918959,peak,19189.59
2008-10-04,A,778642,387182,1165824,offpeak,11658.24
2008-10-05,U,512429,271121,783550,offpeak,7835.5
2008-10-06,W,1166019,698883,1864902,peak,18649.02
2008-10-07,W,1133103,689214,1822317,peak,18223.17
2008-10-08,W,1141745,693515,1835260,peak,18352.6
2008-10-09,W,1161478,703190,1864668,peak,18646.68
2008-10-10,W,1169810,716085,1885895,peak,18858.95
2008-10-11,A,750797,444185,1194982,offpeak,11949.82
2008-10-12,U,495211,436316,931527,offpeak,9315.27
2008-10-13,W,909500,599831,1509331,peak,15093.31
2008-10-14,W,1165787,704419,1870206,peak,18702.06
2008-10-15,W,1115651,694445,1810096,peak,18100.96
2008-10-16,W,1166556,715760,1882316,peak,18823.16
2008-10-17,W,1162723,709679,1872402,peak,18724.02
2008-10-18,A,766941,425998,1192939,offpeak,11929.39
2008-10-19,U,537382,296713,834095,offpeak,8340.95
2008-10-20,W,1092061,674708,1766769,peak,17667.69
2008-10-21,W,1158146,701303,1859449,peak,18594.49
2008-10-22,W,1149832,699333,1849165,peak,18491.65
2008-10-23,W,1144729,703527,1848256,peak,18482.56
2008-10-24,W,1036465,675065,1711530,peak,17115.3
2008-10-25,A,718718,391521,1110239,offpeak,11102.39
2008-10-26,U,492388,269253,761641,offpeak,7616.41
2008-10-27,W,1085873,677343,1763216,peak,17632.16
2008-10-28,W,1129560,690269,1819829,peak,18198.29
2008-10-29,W,1123289,696994,1820283,peak,18202.83
2008-10-30,W,1142793,709395,1852188,peak,18521.88
2008-10-31,W,1135299,709363,1844662,peak,18446.62
2008-11-01,A,734026,385865,1119891,offpeak,11198.91
2008-11-02,U,525585,278142,803727,offpeak,8037.27
2008-11-03,W,1178414,690751,1869165,peak,18691.65
2008-11-04,W,1152333,786405,1938738,peak,19387.38
2008-11-05,W,1156522,715659,1872181,peak,18721.81
2008-11-06,W,1101916,691666,1793582,peak,17935.82
2008-11-07,W,1040709,678770,1719479,peak,17194.79
2008-11-08,A,675404,398288,1073692,offpeak,10736.92
2008-11-09,U,475132,267029,742161,offpeak,7421.61
2008-11-10,W,1000224,656658,1656882,peak,16568.82
2008-11-11,W,891353,599602,1490955,peak,14909.55
2008-11-12,W,1081236,679826,1761062,peak,17610.62
2008-11-13,W,1074912,684049,1758961,peak,17589.61
2008-11-14,W,1133869,683123,1816992,peak,18169.92
2008-11-15,A,688151,374896,1063047,offpeak,10630.47
2008-11-16,U,459244,245130,704374,offpeak,7043.74
2008-11-17,W,1080548,652199,1732747,peak,17327.47
2008-11-18,W,1093821,666335,1760156,peak,17601.56
2008-11-19,W,1114917,670515,1785432,peak,17854.32
2008-11-20,W,1085367,670667,1756034,peak,17560.34
2008-11-21,W,1087614,657879,1745493,peak,17454.93
2008-11-22,A,697641,417656,1115297,offpeak,11152.97
2008-11-23,U,477070,243556,720626,offpeak,7206.26
2008-11-24,W,1060943,638066,1699009,peak,16990.09
2008-11-25,W,1088066,653433,1741499,peak,17414.99
2008-11-26,W,1032378,599978,1632356,peak,16323.56
2008-11-27,U,350071,189458,539529,offpeak,5395.29
2008-11-28,W,668376,363454,1031830,peak,10318.3
2008-11-29,A,595913,320575,916488,offpeak,9164.88
2008-11-30,U,384770,217697,602467,offpeak,6024.67
2008-12-01,W,1060059,635852,1695911,peak,16959.11
2008-12-02,W,1095425,652324,1747749,peak,17477.49
2008-12-03,W,1115007,658630,1773637,peak,17736.37
2008-12-04,W,1063682,651130,1714812,peak,17148.12
2008-12-05,W,1028359,628044,1656403,peak,16564.03
2008-12-06,A,596202,347667,943869,offpeak,9438.69
2008-12-07,U,406475,241719,648194,offpeak,6481.94
2008-12-08,W,1039370,618281,1657651,peak,16576.51
2008-12-09,W,1000971,619711,1620682,peak,16206.82
2008-12-10,W,1041145,640709,1681854,peak,16818.54
2008-12-11,W,1059298,653239,1712537,peak,17125.37
2008-12-12,W,1016010,626638,1642648,peak,16426.48
2008-12-13,A,625939,350799,976738,offpeak,9767.38
2008-12-14,U,440496,247568,688064,offpeak,6880.64
2008-12-15,W,899917,564467,1464384,peak,14643.84
2008-12-16,W,906945,632719,1539664,peak,15396.64
2008-12-17,W,982687,615707,1598394,peak,15983.94
2008-12-18,W,995662,618571,1614233,peak,16142.33
2008-12-19,W,894131,596207,1490338,peak,14903.38
2008-12-20,A,589697,335672,925369,offpeak,9253.69
2008-12-21,U,280044,172052,452096,offpeak,4520.96
2008-12-22,W,703302,474711,1178013,peak,11780.13
2008-12-23,W,742980,501283,1244263,peak,12442.63
2008-12-24,W,626374,339616,965990,peak,9659.9
2008-12-25,U,238727,113322,352049,offpeak,3520.49
2008-12-26,W,564107,321342,885449,peak,8854.49
2008-12-27,A,510369,254291,764660,offpeak,7646.6
2008-12-28,U,397897,219334,617231,offpeak,6172.31
2008-12-29,W,813142,503359,1316501,peak,13165.01
2008-12-30,W,820666,523516,1344182,peak,13441.82
2008-12-31,W,743027,480797,1223824,peak,12238.24
2009-01-01,U,338779,238590,577369,offpeak,5773.69
2009-01-02,W,765802,443439,1209241,peak,12092.41
2009-01-03,A,580506,293634,874140,offpeak,8741.4
2009-01-04,U,402180,213098,615278,offpeak,6152.78
2009-01-05,W,1012207,591455,1603662,peak,16036.62
2009-01-06,W,1006184,600314,1606498,peak,16064.98
2009-01-07,W,991858,606481,1598339,peak,15983.39
2009-01-08,W,1000931,606524,1607455,peak,16074.55
2009-01-09,W,985250,625043,1610293,peak,16102.93
2009-01-10,A,521906,304657,826563,offpeak,8265.63
2009-01-11,U,390151,219600,609751,offpeak,6097.51
2009-01-12,W,1009651,629944,1639595,peak,16395.95
2009-01-13,W,952091,615363,1567454,peak,15674.54
2009-01-14,W,905548,620646,1526194,peak,15261.94
2009-01-15,W,755677,532219,1287896,peak,12878.96
2009-01-16,W,822136,542180,1364316,peak,13643.16
2009-01-17,A,553273,302764,856037,offpeak,8560.37
2009-01-18,U,397317,224910,622227,offpeak,6222.27
2009-01-19,W,665251,409551,1074802,peak,10748.02
2009-01-20,W,1018227,624553,1642780,peak,16427.8
2009-01-21,W,1068170,647903,1716073,peak,17160.73
2009-01-22,W,1082611,657786,1740397,peak,17403.97
2009-01-23,W,979795,622633,1602428,peak,16024.28
2009-01-24,A,561515,316086,877601,offpeak,8776.01
2009-01-25,U,376302,215452,591754,offpeak,5917.54
2009-01-26,W,1024953,633365,1658318,peak,16583.18
2009-01-27,W,1050873,646578,1697451,peak,16974.51
2009-01-28,W,1044085,653089,1697174,peak,16971.74
2009-01-29,W,1040926,648114,1689040,peak,16890.4
2009-01-30,W,1059741,627734,1687475,peak,16874.75
2009-01-31,A,667780,340757,1008537,offpeak,10085.37
2009-02-01,U,459271,242773,702044,offpeak,7020.44
2009-02-02,W,1062276,628819,1691095,peak,16910.95
2009-02-03,W,1058730,636578,1695308,peak,16953.08
2009-02-04,W,1026435,631042,1657477,peak,16574.77
2009-02-05,W,1064605,643718,1708323,peak,17083.23
2009-02-06,W,1090042,639394,1729436,peak,17294.36
2009-02-07,A,722336,387825,1110161,offpeak,11101.61
2009-02-08,U,469249,245082,714331,offpeak,7143.31
2009-02-09,W,1061620,634229,1695849,peak,16958.49
2009-02-10,W,1121451,666014,1787465,peak,17874.65
2009-02-11,W,1001838,637558,1639396,peak,16393.96
2009-02-12,W,943891,620278,1564169,peak,15641.69
2009-02-13,W,1008863,643066,1651929,peak,16519.29
2009-02-14,A,711324,388028,1099352,offpeak,10993.52
2009-02-15,U,466104,262442,728546,offpeak,7285.46
2009-02-16,W,765356,486133,1251489,peak,12514.89
2009-02-17,W,1087248,654156,1741404,peak,17414.04
2009-02-18,W,1030930,637389,1668319,peak,16683.19
2009-02-19,W,1004978,639414,1644392,peak,16443.92
2009-02-20,W,1032282,632936,1665218,peak,16652.18
2009-02-21,A,578539,329252,907791,offpeak,9077.91
2009-02-22,U,422899,231506,654405,offpeak,6544.05
2009-02-23,W,1030913,619409,1650322,peak,16503.22
2009-02-24,W,1072167,642992,1715159,peak,17151.59
2009-02-25,W,1082105,650665,1732770,peak,17327.7
2009-02-26,W,981515,624424,1605939,peak,16059.39
2009-02-27,W,1045953,631269,1677222,peak,16772.22
2009-02-28,A,639146,349295,988441,offpeak,9884.41
2009-03-01,U,385236,219552,604788,offpeak,6047.88
2009-03-02,W,866001,570796,1436797,peak,14367.97
2009-03-03,W,1095720,642501,1738221,peak,17382.21
2009-03-04,W,1098350,648398,1746748,peak,17467.48
2009-03-05,W,1105607,658867,1764474,peak,17644.74
2009-03-06,W,1106466,653708,1760174,peak,17601.74
2009-03-07,A,564839,319673,884512,offpeak,8845.12
2009-03-08,U,367983,212484,580467,offpeak,5804.67
2009-03-09,W,1073249,638209,1711458,peak,17114.58
2009-03-10,W,1026177,636119,1662296,peak,16622.96
2009-03-11,W,1058738,649963,1708701,peak,17087.01
2009-03-12,W,1039462,646252,1685714,peak,16857.14
2009-03-13,W,1075419,656181,1731600,peak,17316.0
2009-03-14,A,699923,471323,1171246,offpeak,11712.46
2009-03-15,U,484927,286972,771899,offpeak,7718.99
2009-03-16,W,1040208,648040,1688248,peak,16882.48
2009-03-17,W,1110747,683241,1793988,peak,17939.88
2009-03-18,W,1051328,653127,1704455,peak,17044.55
2009-03-19,W,1073688,656286,1729974,peak,17299.74
2009-03-20,W,1064573,643149,1707722,peak,17077.22
2009-03-21,A,684551,377094,1061645,offpeak,10616.45
2009-03-22,U,471865,260374,732239,offpeak,7322.39
2009-03-23,W,1007657,598236,1605893,peak,16058.93
2009-03-24,W,1023641,616038,1639679,peak,16396.79
2009-03-25,W,1052157,625381,1677538,peak,16775.38
2009-03-26,W,1053676,633781,1687457,peak,16874.57
2009-03-27,W,969091,614690,1583781,peak,15837.81
2009-03-28,A,582316,331568,913884,offpeak,9138.84
2009-03-29,U,360851,229406,590257,offpeak,5902.57
2009-03-30,W,1044468,628992,1673460,peak,16734.6
2009-03-31,W,1007561,628945,1636506,peak,16365.06
2009-04-01,W,1103516,658559,1762075,peak,17620.75
2009-04-02,W,1017567,649643,1667210,peak,16672.1
2009-04-03,W,1094889,653334,1748223,peak,17482.23
2009-04-04,A,696212,390735,1086947,offpeak,10869.47
2009-04-05,U,394704,236381,631085,offpeak,6310.85
2009-04-06,W,878367,593691,1472058,peak,14720.58
2009-04-07,W,948719,636189,1584908,peak,15849.08
2009-04-08,W,963532,642963,1606495,peak,16064.95
2009-04-09,W,952099,638401,1590500,peak,15905.0
2009-04-10,W,866040,562197,1428237,peak,14282.37
2009-04-11,A,641437,349911,991348,offpeak,9913.48
2009-04-12,U,423274,228889,652163,offpeak,6521.63
2009-04-13,W,937261,619681,1556942,peak,15569.42
2009-04-14,W,1028849,642703,1671552,peak,16715.52
2009-04-15,W,1073275,682839,1756114,peak,17561.14
2009-04-16,W,1082379,692868,1775247,peak,17752.47
2009-04-17,W,1087613,695313,1782926,peak,17829.26
2009-04-18,A,690066,421519,1111585,offpeak,11115.85
2009-04-19,U,398430,243756,642186,offpeak,6421.86
2009-04-20,W,1007645,629066,1636711,peak,16367.11
2009-04-21,W,1030738,659154,1689892,peak,16898.92
2009-04-22,W,1040599,679753,1720352,peak,17203.52
2009-04-23,W,1039524,688741,1728265,peak,17282.65
2009-04-24,W,1084984,679180,1764164,peak,17641.64
2009-04-25,A,612802,358235,971037,offpeak,9710.37
2009-04-26,U,422437,251595,674032,offpeak,6740.32
2009-04-27,W,972593,633164,1605757,peak,16057.57
2009-04-28,W,1043138,650112,1693250,peak,16932.5
2009-04-29,W,1045681,648841,1694522,peak,16945.22
2009-04-30,W,999397,660465,1659862,peak,16598.62
2009-05-01,W,1116163,677684,1793847,peak,17938.47
2009-05-02,A,764832,399421,1164253,offpeak,11642.53
2009-05-03,U,528055,291070,819125,offpeak,8191.25
2009-05-04,W,1081915,667219,1749134,peak,17491.34
2009-05-05,W,1091934,680732,1772666,peak,17726.66
2009-05-06,W,1040297,650834,1691131,peak,16911.31
2009-05-07,W,1071031,675865,1746896,peak,17468.96
2009-05-08,W,1084713,657966,1742679,peak,17426.79
2009-05-09,A,674760,343099,1017859,offpeak,10178.59
2009-05-10,U,474595,249540,724135,offpeak,7241.35
2009-05-11,W,1019002,620480,1639482,peak,16394.82
2009-05-12,W,1070549,675570,1746119,peak,17461.19
2009-05-13,W,979697,640084,1619781,peak,16197.81
2009-05-14,W,1074183,690670,1764853,peak,17648.53
2009-05-15,W,985291,650805,1636096,peak,16360.96
2009-05-16,A,746301,406577,1152878,offpeak,11528.78
2009-05-17,U,511550,293680,805230,offpeak,8052.3
2009-05-18,W,1045190,623839,1669029,peak,16690.29
2009-05-19,W,1072111,650975,1723086,peak,17230.86
2009-05-20,W,1085546,664197,1749743,peak,17497.43
2009-05-21,W,1070609,663646,1734255,peak,17342.55
2009-05-22,W,1052067,637603,1689670,peak,16896.7
2009-05-23,A,700549,367228,1067777,offpeak,10677.77
2009-05-24,U,511582,288558,800140,offpeak,8001.4
2009-05-25,U,409208,258452,667660,offpeak,6676.6
2009-05-26,W,998498,634549,1633047,peak,16330.47
2009-05-27,W,1026962,648266,1675228,peak,16752.28
2009-05-28,W,1038163,663980,1702143,peak,17021.43
2009-05-29,W,1064215,677893,1742108,peak,17421.08
2009-05-30,A,695552,385727,1081279,offpeak,10812.79
2009-05-31,U,511749,289239,800988,offpeak,8009.88
2009-06-01,W,1011224,619841,1631065,peak,16310.65
2009-06-02,W,1036601,635007,1671608,peak,16716.08
2009-06-03,W,1092082,659178,1751260,peak,17512.6
2009-06-04,W,1078827,665490,1744317,peak,17443.17
2009-06-05,W,1074738,656345,1731083,peak,17310.83
2009-06-06,A,676207,368951,1045158,offpeak,10451.58
2009-06-07,U,489403,264624,754027,offpeak,7540.27
2009-06-08,W,1003036,633669,1636705,peak,16367.05
2009-06-09,W,1017857,645412,1663269,peak,16632.69
2009-06-10,W,1010707,655620,1666327,peak,16663.27
2009-06-11,W,881200,627380,1508580,peak,15085.8
2009-06-12,W,1067730,722970,1790700,peak,17907.0
2009-06-13,A,619909,429667,1049576,offpeak,10495.76
2009-06-14,U,519510,372743,892253,offpeak,8922.53
2009-06-15,W,969271,636444,1605715,peak,16057.15
2009-06-16,W,913925,644994,1558919,peak,15589.19
2009-06-17,W,978050,671546,1649596,peak,16495.96
2009-06-18,W,970757,684946,1655703,peak,16557.03
2009-06-19,W,868477,622117,1490594,peak,14905.94
2009-06-20,A,757562,423217,1180779,offpeak,11807.79
2009-06-21,U,514773,292519,807292,offpeak,8072.92
2009-06-22,W,957022,623252,1580274,peak,15802.74
2009-06-23,W,978739,644145,1622884,peak,16228.84
2009-06-24,W,937838,642145,1579983,peak,15799.83
2009-06-25,W,969861,659105,1628966,peak,16289.66
2009-06-26,W,985078,708491,1693569,peak,16935.69
2009-06-27,A,692627,469970,1162597,offpeak,11625.97
2009-06-28,U,516762,469985,986747,offpeak,9867.47
2009-06-29,W,961592,649188,1610780,peak,16107.8
2009-06-30,W,962402,648809,1611211,peak,16112.11
2009-07-01,W,1003064,680635,1683699,peak,16836.99
2009-07-02,W,1020960,713778,1734738,peak,17347.38
2009-07-03,U,791721,711335,1503056,offpeak,15030.56
2009-07-04,A,540914,394405,935319,offpeak,9353.19
2009-07-05,U,507244,364973,872217,offpeak,8722.17
2009-07-06,W,966889,643223,1610112,peak,16101.12
2009-07-07,W,977293,670829,1648122,peak,16481.22
2009-07-08,W,954018,667258,1621276,peak,16212.76
2009-07-09,W,1002646,673821,1676467,peak,16764.67
2009-07-10,W,938460,672582,1611042,peak,16110.42
2009-07-11,A,733100,422670,1155770,offpeak,11557.7
2009-07-12,U,525978,335349,861327,offpeak,8613.27
2009-07-13,W,975656,638789,1614445,peak,16144.45
2009-07-14,W,975173,644793,1619966,peak,16199.66
2009-07-15,W,984189,650434,1634623,peak,16346.23
2009-07-16,W,990574,683021,1673595,peak,16735.95
2009-07-17,W,954520,667858,1622378,peak,16223.78
2009-07-18,A,711371,421356,1132727,offpeak,11327.27
2009-07-19,U,493670,311785,805455,offpeak,8054.55
2009-07-20,W,963999,643810,1607809,peak,16078.09
2009-07-21,W,986777,683790,1670567,peak,16705.67
2009-07-22,W,973865,654420,1628285,peak,16282.85
2009-07-23,W,959920,673917,1633837,peak,16338.37
2009-07-24,W,968278,686977,1655255,peak,16552.55
2009-07-25,A,693104,467927,1161031,offpeak,11610.31
2009-07-26,U,490518,334490,825008,offpeak,8250.08
2009-07-27,W,939982,648312,1588294,peak,15882.94
2009-07-28,W,956278,667503,1623781,peak,16237.81
2009-07-29,W,958820,672872,1631692,peak,16316.92
2009-07-30,W,926905,680056,1606961,peak,16069.61
2009-07-31,W,997830,674810,1672640,peak,16726.4
2009-08-01,A,712791,396785,1109576,offpeak,11095.76
2009-08-02,U,541877,324804,866681,offpeak,8666.81
2009-08-03,W,945629,612506,1558135,peak,15581.35
2009-08-04,W,966555,645725,1612280,peak,16122.8
2009-08-05,W,965266,653026,1618292,peak,16182.92
2009-08-06,W,958790,673897,1632687,peak,16326.87
2009-08-07,W,900717,695143,1595860,peak,15958.6
2009-08-08,A,714606,503501,1218107,offpeak,12181.07
2009-08-09,U,492623,383769,876392,offpeak,8763.92
2009-08-10,W,920020,624034,1544054,peak,15440.54
2009-08-11,W,950753,672387,1623140,peak,16231.4
2009-08-12,W,951988,666879,1618867,peak,16188.67
2009-08-13,W,946370,674767,1621137,peak,16211.37
2009-08-14,W,969081,683249,1652330,peak,16523.3
2009-08-15,A,722837,472275,1195112,offpeak,11951.12
2009-08-16,U,473628,338169,811797,offpeak,8117.97
2009-08-17,W,854426,594551,1448977,peak,14489.77
2009-08-18,W,948964,636143,1585107,peak,15851.07
2009-08-19,W,917526,624721,1542247,peak,15422.47
2009-08-20,W,922627,630083,1552710,peak,15527.1
2009-08-21,W,946374,633411,1579785,peak,15797.85
2009-08-22,A,713225,393634,1106859,offpeak,11068.59
2009-08-23,U,516846,283806,800652,offpeak,8006.52
2009-08-24,W,966314,634030,1600344,peak,16003.44
2009-08-25,W,993279,680981,1674260,peak,16742.6
2009-08-26,W,921926,651492,1573418,peak,15734.18
